Problema;Cenario;Algoritmo;N;Tempo_s;Comparacoes;Trocas
3;Quase Ordenado;Insertion Sort;50000;0.000164;50247;248
3;Quase Ordenado;Shell Sort;50000;0.002536;700254;248
